10,236680,11
10,210730,14
10,246070,13
10,210120,12
10,212970,14
10,231320,14
10,199630,14
10,248700,13
10,243700,11
10,147040,11
10,208090,13
10,158580,13
10,234530,10
10,240940,11
10,189720,13
10,201320,13
10,248980,13
10,190080,12
10,193050,12
10,202690,11
10,198670,13
10,201730,14
10,219090,14
10,243830,13
10,237380,14
10,220380,13
10,248930,12
10,199530,12
10,244840,14
10,238630,13
20,248890,16
20,244080,14
20,228240,13
20,244270,15
20,248380,16
20,232290,15
20,249220,14
20,249950,11
20,236130,15
20,214730,14
20,233470,15
20,241990,15
20,222990,14
20,239830,14
20,249620,15
20,201340,13
20,249320,13
20,243180,14
20,236690,14
20,240620,14
20,227380,15
20,237690,14
20,245620,14
20,238990,15
20,203470,14
20,224470,14
20,248970,14
20,240980,15
20,213970,14
20,239640,13
30,249830,14
30,249080,15
30,248690,12
30,249930,11
30,244230,13
30,241230,16
30,249990,9
30,249850,13
30,230320,14
30,247750,13
30,245030,14
30,238980,15
30,249590,14
30,240780,15
30,234080,13
30,241590,15
30,241730,14
30,249970,14
30,231030,14
30,239830,14
30,215220,15
30,244980,14
30,225730,15
30,249970,15
30,247830,14
30,247720,15
30,239330,14
30,248930,14
30,206470,14
30,238190,14
40,231470,15
40,249970,14
40,245320,14
40,235480,14
40,249940,9
40,189630,14
40,246770,12
40,239230,16
40,249980,12
40,249590,13
40,243470,13
40,249950,13
40,247120,15
40,219370,14
40,245770,15
40,249930,12
40,249940,13
40,248440,14
40,207230,14
40,248740,15
40,249470,14
40,249220,15
40,243530,15
40,249870,15
40,238120,15
40,229770,15
40,239880,15
40,217220,15
40,249990,10
40,249920,11
50,249930,13
50,249480,15
50,241120,15
50,240430,15
50,247370,17
50,246390,15
50,214380,15
50,247670,13
50,249940,10
50,247880,15
50,231580,16
50,247370,14
50,244680,16
50,249900,11
50,229980,15
50,248970,14
50,249940,14
50,245330,15
50,248330,15
50,249980,13
50,220990,14
50,244680,15
50,249980,15
50,233980,15
50,226620,15
50,249980,13
50,246730,15
50,249990,11
50,249620,15
50,249900,10
60,235480,14
60,229730,15
60,240380,16
60,249970,14
60,215990,15
60,249990,13
60,249980,13
60,246380,15
60,249990,10
60,244620,15
60,245380,16
60,245480,15
60,249930,11
60,249930,11
60,243980,15
60,249380,16
60,249980,14
60,248870,15
60,246630,15
60,247880,14
60,246490,14
60,248330,15
60,249970,8
60,249930,9
60,249980,12
60,249980,15
60,249930,14
60,246480,15
60,247090,15
60,233630,16
70,249990,9
70,235880,15
70,227230,13
70,248770,15
70,231480,15
70,249990,7
70,249970,12
70,218990,14
70,249980,9
70,249970,15
70,249990,11
70,205380,16
70,247820,15
70,238980,16
70,216470,16
70,249980,13
70,249930,10
70,249720,14
70,247370,16
70,249930,13
70,249990,9
70,249920,13
70,249990,7
70,238970,15
70,237380,16
70,249970,14
70,242480,16
70,245470,15
70,249990,10
70,236580,14
80,227780,14
80,249980,12
80,249990,11
80,218120,16
80,215180,13
80,241880,14
80,245830,16
80,249980,14
80,249930,10
80,241220,14
80,227890,16
80,249900,10
80,241390,15
80,249940,12
80,249990,9
80,249940,12
80,249990,11
80,245630,15
80,219820,15
80,246980,15
80,240990,15
80,249980,10
80,240130,14
80,249940,11
80,224870,15
80,220130,13
80,227620,14
